50
-23.5816, -2.64639, 563.094
-17.9866, 11.4473, 454.56
27.8203, 1.24265, 775.516
-29.7874, 1.90081, 890.901
-31.5073, -27.7221, 1761.23
11.9535, 27.5479, 901.774
1.72344, 9.85081, 100.009
12.8762, 16.7807, 447.388
-28.9623, -10.993, 959.659
16.4103, -8.61833, 343.573
30.8832, 16.2148, 1216.69
-27.3481, 24.6213, 1354.13
-4.06967, -1.42517, 18.5933
-14.406, -21.3435, 663.078
25.45, -28.1239, 1438.66
0.289465, -11.5819, 134.224
-0.385492, -26.1931, 686.227
-27.2801, -7.4149, 799.182
26.4843, -2.27547, 706.597
-28.7946, 17.2931, 1128.18
-23.9766, 12.0611, 720.349
8.29078, 14.4264, 276.857
24.8686, -12.3954, 772.094
0.849517, 22.1428, 491.026
21.8567, -5.41474, 507.034
-2.05329, -20.587, 428.042
4.58591, -29.8846, 914.117
-0.0972724, 15.8907, 252.525
25.0072, 21.8905, 1104.56
-18.3839, -23.6527, 897.416
-14.4264, -5.48523, 238.208
13.4285, -16.6457, 457.403
-11.6775, 9.73176, 231.07
11.6062, -7.18558, 186.335
-22.5579, 22.1168, 998.013
29.1462, -22.5183, 1356.57
-5.83893, 4.15352, 51.3448
-0.735069, 29.5101, 871.386
-19.2155, 8.27323, 437.683
9.68024, 19.3967, 469.938
-1.50836, -18.992, 362.97
25.7071, -22.9107, 1185.75
-5.73997, 24.6815, 642.123
-21.6193, -8.6183, 541.669
-23.353, -2.86033, 553.544
-3.05279, 27.6272, 772.58
-18.2241, 26.171, 1017.04
23.095, 0.381176, 533.526
20.3239, -2.41632, 418.901
8.49528, 20.7806, 504.004
-23.5816, -2.64639, 563.094
-17.9866, 11.4473, 454.56
27.8203, 1.24265, 775.516
-29.7874, 1.90081, 890.901
-31.5073, -27.7221, 1761.23
11.9535, 27.5479, 901.774
1.72344, 9.85081, 100.009
12.8762, 16.7807, 447.388
-28.9623, -10.993, 959.659
16.4103, -8.61833, 343.573
30.8832, 16.2148, 1216.69
-27.3481, 24.6213, 1354.13
-4.06967, -1.42517, 18.5933
3.16273, -21.3435, 465.55
25.45, -28.1239, 1438.66
0.289465, -11.5819, 134.224
-0.385492, -26.1931, 686.227
-27.2801, -7.4149, 799.182
26.4843, -2.27547, 706.597
-28.7946, 17.2931, 1128.18
-23.9766, 12.0611, 720.349
8.29078, 14.4264, 276.857
24.8686, -12.3954, 772.094
0.849517, 22.1428, 491.026
21.8567, -5.41474, 507.034
-2.05329, -20.587, 428.042
4.58591, -29.8846, 914.117
-0.0972724, 15.8907, 252.525
25.0072, 21.8905, 1104.56
-18.3839, -23.6527, 897.416
-14.4264, -5.48523, 238.208
13.4285, -16.6457, 457.403
-11.6775, 9.73176, 231.07
11.6062, -7.18558, 186.335
-22.5579, -14.5308, 720.003
29.1462, -22.5183, 1356.57
-5.83893, 4.15352, 51.3448
-0.735069, 12.0385, 145.465
-19.2155, 8.27323, 437.683
9.68024, 19.3967, 469.938
-1.50836, -18.992, 362.97
25.7071, -22.9107, 1185.75
-5.73997, 24.6815, 642.123
-21.6193, -8.6183, 541.669
-23.353, -2.86033, 553.544
-3.05279, 27.6272, 772.58
-18.2241, 26.171, 1017.04
23.095, 0.381176, 533.526
20.3239, -2.41632, 418.901
8.49528, 20.7806, 504.004
-23.5816, -2.64639, 563.094
-17.9866, 11.4473, 454.56
27.8203, 1.24265, 775.516
-29.7874, 1.90081, 890.901
-31.5073, -27.7221, 1761.23
11.9535, 27.5479, 901.774
1.72344, 9.85081, 100.009
12.8762, 16.7807, 447.388
-28.9623, -10.993, 959.659
16.4103, -8.61833, 343.573
30.8832, 16.2148, 1216.69
-27.3481, 24.6213, 1354.13
-4.06967, -1.42517, 18.5933
3.16273, -21.3435, 465.55
25.45, -28.1239, 1438.66
0.289465, -11.5819, 134.224
-0.385492, -26.1931, 686.227
-27.2801, -7.4149, 799.182
26.4843, -2.27547, 706.597
-28.7946, 17.2931, 1128.18
-23.9766, 12.0611, 720.349
8.29078, 14.4264, 276.857
24.8686, -12.3954, 772.094
0.849517, 22.1428, 491.026
21.8567, -5.41474, 507.034
-2.05329, -20.587, 428.042
4.58591, -29.8846, 914.117
-0.0972724, 15.8907, 252.525
25.0072, 21.8905, 1104.56
-18.3839, -23.6527, 897.416
-14.4264, -5.48523, 238.208
13.4285, -16.6457, 457.403
-11.6775, 9.73176, 231.07
11.6062, -7.18558, 186.335
-22.5579, -14.5308, 720.003
29.1462, -22.5183, 1356.57
-5.83893, 4.15352, 51.3448
-0.735069, 12.0385, 145.465
-19.2155, 8.27323, 437.683
9.68024, 19.3967, 469.938
-1.50836, -18.992, 362.97
25.7071, -22.9107, 1185.75
-5.73997, -3.59507, 45.8717
-21.6193, -8.6183, 541.669
-23.353, -2.86033, 553.544
-3.05279, 27.6272, 772.58
-18.2241, 26.171, 1017.04
23.095, 0.381176, 533.526
20.3239, -2.41632, 418.901
8.49528, 20.7806, 504.004
-23.5816, -2.64639, 563.094
-17.9866, 11.4473, 454.56
27.8203, 1.24265, 775.516
-29.7874, 1.90081, 890.901
-31.5073, -27.7221, 1761.23
11.9535, -11.3634, 272.012
1.72344, 9.85081, 100.009
12.8762, 16.7807, 447.388
-28.9623, -10.993, 959.659
16.4103, -8.61833, 343.573
30.8832, 16.2148, 1216.69
-27.3481, 24.6213, 1354.13
-4.06967, -1.42517, 18.5933
3.16273, -21.3435, 465.55
25.45, -28.1239, 1438.66
0.289465, -11.5819, 134.224
-0.385492, -20.3149, 412.844
-27.2801, -7.4149, 799.182
26.4843, -2.27547, 706.597
-28.7946, 17.2931, 1128.18
-23.9766, 12.0611, 720.349
8.29078, 14.4264, 276.857
24.8686, -12.3954, 772.094
0.849517, 22.1428, 491.026
21.8567, -5.41474, 507.034
-2.05329, -20.587, 428.042
4.58591, -29.8846, 914.117
-0.0972724, 15.8907, 252.525
25.0072, 21.8905, 1104.56
-18.3839, -23.6527, 897.416
-14.4264, -5.48523, 238.208
13.4285, -16.6457, 457.403
-11.6775, 9.73176, 231.07
11.6062, -7.18558, 186.335
-22.5579, -14.5308, 720.003
29.1462, -22.5183, 1356.57
-5.83893, 4.15352, 51.3448
-0.735069, 12.0385, 145.465
-19.2155, 8.27323, 437.683
9.68024, 19.3967, 469.938
-1.50836, -18.992, 362.97
25.7071, -22.9107, 1185.75
-5.73997, -3.59507, 45.8717
-21.6193, -8.6183, 541.669
-23.353, -2.86033, 553.544
-3.05279, 27.6272, 772.58
-18.2241, 26.171, 1017.04
23.095, 0.381176, 533.526
-12.9512, -2.41632, 173.573
8.49528, 20.7806, 504.004
-23.5816, -2.64639, 563.094
-17.9866, 11.4473, 454.56
27.8203, 1.24265, 775.516
-29.7874, 1.90081, 890.901
-31.5073, -27.7221, 1761.23
11.9535, -11.3634, 272.012
1.72344, 9.85081, 100.009
12.8762, 16.7807, 447.388
-28.9623, -10.993, 959.659
16.4103, -8.61833, 343.573
30.8832, 16.2148, 1216.69
-27.3481, 24.6213, 1354.13
-4.06967, -1.42517, 18.5933
3.16273, -21.3435, 465.55
25.45, -28.1239, 1438.66
0.289465, -11.5819, 134.224
-0.385492, -20.3149, 412.844
-27.2801, -7.4149, 799.182
26.4843, -2.27547, 706.597
-28.7946, 17.2931, 1128.18
-23.9766, 12.0611, 720.349
8.29078, 14.4264, 276.857
24.8686, -12.3954, 772.094
0.849517, 22.1428, 491.026
21.8567, -5.41474, 507.034
-2.05329, -20.587, 428.042
4.58591, -19.5566, 403.491
-0.0972724, 15.8907, 252.525
25.0072, 21.8905, 1104.56
-18.3839, -23.6527, 897.416
-14.4264, -5.48523, 238.208
13.4285, -16.6457, 457.403
-11.6775, 9.73176, 231.07
11.6062, -7.18558, 186.335
12.8021, -14.5308, 375.038
1.03951, -22.5183, 508.154
-5.83893, 4.15352, 51.3448
-0.735069, 12.0385, 145.465
-19.2155, 8.27323, 437.683
9.68024, 19.3967, 469.938
-1.50836, -18.992, 362.97
25.7071, -0.214441, 660.901
-5.73997, -3.59507, 45.8717
-21.6193, -8.6183, 541.669
-23.353, -2.86033, 553.544
-3.05279, 27.6272, 772.58
-18.2241, 26.171, 1017.04
23.095, 0.381176, 533.526
-12.9512, -2.41632, 173.573
8.49528, 20.7806, 504.004
-23.5816, -2.64639, 563.094
-17.9866, 11.4473, 454.56
27.8203, 1.24265, 775.516
-29.7874, 1.90081, 890.901
-31.5073, -27.7221, 1761.23
11.9535, -11.3634, 272.012
1.72344, 9.85081, 100.009
12.8762, 16.7807, 447.388
-28.9623, -10.993, 959.659
16.4103, -8.61833, 343.573
-16.1788, 16.2148, 524.673
-27.3481, 24.6213, 1354.13
-4.06967, -1.42517, 18.5933
3.16273, -21.3435, 465.55
25.45, -17.2242, 944.375
0.289465, -11.5819, 134.224
-0.385492, -20.3149, 412.844
-27.2801, -7.4149, 799.182
26.4843, -2.27547, 706.597
-28.7946, 17.2931, 1128.18
-23.9766, 12.0611, 720.349
8.29078, -10.3798, 176.478
24.8686, -12.3954, 772.094
0.849517, 22.1428, 491.026
21.8567, -5.41474, 507.034
-2.05329, -20.587, 428.042
-11.293, 13.0321, 297.368
-0.0972724, 15.8907, 252.525
25.0072, 21.8905, 1104.56
-18.3839, -21.0805, 782.357
-14.4264, -5.48523, 238.208
13.4285, -16.6457, 457.403
-11.6775, 9.73176, 231.07
11.6062, -7.18558, 186.335
12.8021, -14.5308, 375.038
1.03951, -22.5183, 508.154
-5.83893, 4.15352, 51.3448
-0.735069, 12.0385, 145.465
-19.2155, 8.27323, 437.683
9.68024, -10.0046, 193.798
-1.50836, -18.992, 362.97
25.7071, -0.214441, 660.901
-5.73997, -3.59507, 45.8717
-21.6193, -8.6183, 541.669
-23.353, -2.86033, 553.544
-3.05279, -23.1805, 546.653
-18.2241, 26.171, 1017.04
23.095, 0.381176, 533.526
-12.9512, -2.41632, 173.573
8.49528, 20.7806, 504.004
-23.5816, -2.64639, 563.094
-17.9866, 11.4473, 454.56
27.8203, 1.24265, 775.516
-29.7874, 1.90081, 890.901
-31.5073, -27.7221, 1761.23
11.9535, -11.3634, 272.012
1.72344, 9.85081, 100.009
12.8762, 16.7807, 447.388
-28.9623, -10.993, 959.659
16.4103, -8.61833, 343.573
-16.1788, 16.2148, 524.673
-27.3481, 24.6213, 1354.13
-4.06967, -1.42517, 18.5933
3.16273, -21.3435, 465.55
25.45, -17.2242, 944.375
0.289465, -11.5819, 134.224
-0.385492, -20.3149, 412.844
-27.2801, -7.4149, 799.182
26.4843, -2.27547, 706.597
-28.7946, 17.2931, 1128.18
-23.9766, 12.0611, 720.349
8.29078, -10.3798, 176.478
24.8686, -12.3954, 772.094
0.849517, 22.1428, 491.026
21.8567, -5.41474, 507.034
-2.05329, -20.587, 428.042
-11.293, 13.0321, 297.368
-0.0972724, 15.8907, 252.525
25.0072, 21.8905, 1104.56
-18.3839, -21.0805, 782.357
-14.4264, -5.48523, 238.208
13.4285, -16.6457, 457.403
-11.6775, 9.73176, 231.07
11.6062, -7.18558, 186.335
12.8021, -14.5308, 375.038
1.03951, -22.5183, 508.154
-5.83893, 4.15352, 51.3448
-0.735069, 12.0385, 145.465
-19.2155, 8.27323, 437.683
9.68024, -10.0046, 193.798
-1.50836, -18.992, 362.97
25.7071, -0.214441, 660.901
-5.73997, -3.59507, 45.8717
-21.6193, -8.6183, 541.669
-23.353, -2.86033, 553.544
-3.05279, -23.1805, 546.653
-18.2241, 26.171, 1017.04
23.095, 0.381176, 533.526
-12.9512, -2.41632, 173.573
8.49528, 20.7806, 504.004
-23.5816, -2.64639, 563.094
-17.9866, 11.4473, 454.56
27.8203, 1.24265, 775.516
-0.35594, 1.90081, 3.73978
-31.5073, -27.7221, 1761.23
11.9535, -11.3634, 272.012
1.72344, 9.85081, 100.009
12.8762, 16.7807, 447.388
-28.9623, -10.993, 959.659
16.4103, -8.61833, 343.573
-16.1788, 16.2148, 524.673
-27.3481, 24.6213, 1354.13
-4.06967, -1.42517, 18.5933
3.16273, -21.3435, 465.55
25.45, -17.2242, 944.375
0.289465, -11.5819, 134.224
-0.385492, -20.3149, 412.844
-27.2801, -7.4149, 799.182
26.4843, -2.27547, 706.597
-28.7946, 17.2931, 1128.18
-23.9766, 12.0611, 720.349
8.29078, -10.3798, 176.478
24.8686, -12.3954, 772.094
0.849517, 22.1428, 491.026
21.8567, -5.41474, 507.034
-2.05329, -20.587, 428.042
9.85474, 13.0321, 266.953
-0.0972724, 15.8907, 252.525
25.0072, 21.8905, 1104.56
-18.3839, -21.0805, 782.357
